Exportado em: 27/06/2018;;;;;;;;;Transparência Fly;
Camboriú - SC;;;;;;;;;;
Todas as entidades do município;;;;;;;;;;
Consulta de compras diretas;;;;;Última atualização: 27/06/2018 22:25:08;;;;;
Filtros utilizados para elaboração da consulta: Entidade: Todas | Ano: 2018 | Mês: Junho | Centro de custos: Todos | Tipo de compra: Todos;;;;;;;;;;
Compra;Data da compra;Objeto;Centro de custos;Fornecedor;;Valor (R$);Justificativa;Tipo de compra;;Anulação / Data
13 - 2018;23/01/2018;SERVIÇO DE TELEFONIA CELULAR E DADOS DE INTERNET PARA USO DAS GUARNIÇÕES DO PELOTÃO DE BOMBEIROS MILITAR DE CAMBORIU. INFORMO QUE A REQUISIÇÃO FOI FEITA NOS PARÂMETROS DO ORÇAMENTO FORNECIDO PELA EMPRESA TELEFONICA BRASIL S. A., UNICA EMPRESA QUE ATENDE A NECESSIDADE DE 10 GB DE INTERNET PARA O LOCAL EM QUE SITUA-SE O QUARTEL DE BOMBEIROS MILITAR DE CAMBORIU, CONFORME AS MENSAGENS DE E-MAILS EM ANEXO A REQUISIÇÃO. SENDO NECESSÁRIO A CONTRATAÇÃO DE 03 UNIDADES DE PACOTES DE INTERNET 10 GB PARA SUPRIR A NECESSIDADE DE SERVIÇO PARA 03APARELHOS CELULARES. A REQUISIÇÃO SEGUE APENAS COM UM ÚNICO ORÇAMENTO, DEVIDO A INÚMERAS TENTATIVAS FRUSTRADAS DE OBTER ORÇAMENTOS CONCRETOS COM OUTRAS OPERADORAS. DOCUMENTAÇÃO DE TENTATIVAS EM ANEXO;SECRETARIA DE ADMINISTRAÇÃO;TELEFONICA BRASIL S.A;;7.968,00;;Compra Comum;;
13 - 2018;19/02/2018;AQUISIÇÃO DE SUCO DE UVA INTEGRAL QUE SERÁ UTULIZADO PARA COMPOR A MERNEDA ESCOLAR DA REDE DE ENSINO DO MUNICÍPIO. SE FAZ NECESSÁRIO UMA COMPRA DIRETA DE TAL PRODUTO POIS O MESMO ESTA NO CARDAPIO DA MERENDA E NÃO TEMOS MAIS SALDO DE COMPRA. VISTO QUE EM PARALELO OCORRE A LICITAÇÃO PARA COMPRA ANUAL DA MERENDA ESCOLAR.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;FAFES COMERCIO DE ALIMENTOS LTDA;;5.328,00;;Compra Comum;;
13 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE PARA UTILIZAÇÃO NAS ATIVIDADES DOS CEIS DEPARTAMENTO DE EDUCAÇÃO AMBIENTAL DA FUNDAÇÃO DE MEIO AMBIENTE DE CAMBORIU NO ANO DE 2018;Fundação Municipal do Meio Ambiente;D.A. SILVA- ME;;2.323,20;;Compra Comum;;
12 - 2018;26/02/2018;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER E CENTRO DE APOIO Á FAMILIA ADÃO DA ROSA ONDE É DESENVOLVIDO O SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS - SCFV PARA CRIANÇAS E ADOLESCENTES, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;COMERCIAL SEARA LTDA - ME;;1.801,45;;Compra Comum;;
12 - 2018;22/03/2018;PRESTAÇÃO DE SERVIÇO DE GÊNERO ALIMENTÍCIO PARA CONFECÇÃO DE 2500 FATIAS DE BOLO, FEITO COM MASSA DE PÃO DE LÓ, COM A COBERTURA DE CALDA DE CHOCOLATE AO LEITE, CADA FATIA PESANDO NO MÍNIMO 125G, EMBALADOS EM EMBALAGENS PLÁSTICAS TRANSPARENTE E ETIQUETAS. A CONFECÇÃO DAS FATIAS DE BOLO É PARA A COMEMORAÇÃO DOS 134 ANOS DO ANIVERSÁARIO DO MUNICÍPIO DE CAMBORIU.;FUNDAÇÃO MUNICIPAL DE CULTURA;MATIAS E SILVA COMERCIO DE ALIMENTOS LTDA;;7.750,00;;Compra Comum;;
12 - 2018;16/02/2018;AQUISIÇÃO DE APARELHOS E UTENSÍLIOS DOMESTICOS PARA A FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU PARA O ANO DE 2018.;Fundação Municipal do Meio Ambiente;D.A. SILVA- ME;;549,53;;Compra Comum;;
12 - 2018;07/02/2018;AQUISIÇÃO DE PEÇAS, DESTINADA A MANUTENÇÃO DE AMBULÂNCIA SO SAMU FORD RANGE PLACA MLF 8122 DA SECRETARIA DE SAÚDE DESTE MUNICIPIO QUE REALIZA O TRANSPORTE DE URGÊNCIA E EMERGÊNCIA NA FORMA DE COMPRA DIRETA AMPARADA PELA LEI 8666/93;FUNDO MUNICIPAL DE SAÚDE;ACN COMERCIO DE PRODUTOS DE TRANSITO LTDA - EPP;;680,00;;Compra Comum;;
12 - 2018;16/02/2018;PRESTAÇÃO DE SERVIÇOS DE TELEFONIA REFERENTE A INSTALAÇÃO DA MESA VIRTUAL TELEFONICA. SERVIÇO PRESTADO POR MÃO DE OBRA ESPECIALIZADA;SECRETARIA MUNICIPAL DE EDUCAÇÃO;PEREIRA TELECOMUNICAÇÕES DE CESAR PEREIRA - ME;;220,00;;Compra Comum;;
12 - 2018;14/06/2018;AQUISIÇÃO DE UMA IMPRESSORA DO TIPO MULTIFUNCIONAL, PARA USO DA FME CAMBORIU. IMPRESSÃO DE MATERIAIS COTIDIANOSDE TRABALHO.;FUNDAÇÃO MUNICIPAL DE ESPORTES;JULIO CESAR GARCIA INFORMATICA  ME.;;490,00;;Compra Comum;;
12 - 2018;22/01/2018;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE MIGRAÇÃO DE DADOS DOS PROCESSOS DIGITALIZADOS, EM FUNÇÃO DO DARACENTER DO MUNICIPIO, NÃO POSSUIR NOBREAK E A CADA QUEDA DE ENERGIA SE PERDIA O ACESSO AO BANCO DE DADOS NÃO SENDO POSSIVEL FAZER CONSULTA DE PROCESSOS, COMO SOLUÇÃO A EMPRESA DETENTORA DO SOFTWARE SOLICITOU QUE O BANCO DE DADOS FOSSE MIGRADO PARA UM AMAQUINA EXCLUSIVA. APRESENTAMOS UM ÚNICO ORÇAMENTO TENDO EM VISTA A EMPRESA QUE DIGITALIZOU OS DOCUMENTOS É A DETENDORA DO SISTEMA.;SECRETARIA DE ADMINISTRAÇÃO;SERVAN MICROFILMAGENS LTDA ME;;1.265,00;;Compra Comum;;
11 - 2018;19/02/2018;AQUISIÇÃO DE MATERIAIS DE COZINHA PARA SEREM UTILIZADOS NO CENTRO DE APOIO A FAMILIA ADÃO DA ROSA ONDE SÃO DESENVOLVIDAS AS ATIVIDADES DO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS - SCFV, SOB A COORDENAÇÃO DO CRAS;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;D.A. SILVA- ME;;7.922,41;;Compra Comum;;
11 - 2018;22/03/2018;PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE GERADOR DE ENERGIA MÓVEL, SILÊNCIOSO COM CAPACIDADE MÍNIMA DE 260 KVA, TRIFÁSICO, TENSÃO 380/220 WATTS, 60HZ, COM TRANSPORTE, MONTEGEM, DESMONTAGEM, COMBUSTIVEL TÉCNICO OPERADOR E CABOS ELÉTRIVOS PARA LIGAÇÃO, PELO FORNECEDOR, PARA EVENTO DE ATÉ 12 HORAS. A LOCAÇÃO DE GERADOR FAZ-SE NECESSÁRIO POIS O APARELHO SERÁ UTILIZADO NA APRESENTAÇÃO DA PEÇA TEATRAL, QUE SE REALIZARÁ NO DIA 13 DE ABRIL DE 2018, E DEMAIS APRESENTAÇÕES CULTURAIS, O ESPETÁCULO SERÁ PARTE INTEGRANTE DO CALENDÁRIO DE COMEMORAÇÕES DO MES DE ANIVERSÁRIO DO MUNICIPIO DE CAMBORIU;FUNDAÇÃO MUNICIPAL DE CULTURA;L.C. DAGOSTIN & CIA LTDA ME;;2.100,00;;Compra Comum;;
11 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS DE CONSUMO (INSUMO) PARA SER UTILIZADO NOS CEIS PELA EDUCAÇÃO AMBIENTAL  DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU;Fundação Municipal do Meio Ambiente;D.A. SILVA- ME;;79,80;;Compra Comum;;
11 - 2018;07/02/2018;SERVIÇO DE MÃO DE OBRA, DESTINADA A MANUTENÇÃO DE AMBULÂNCIA SO SAMU FORD RANGE PLACA MLF 8122 DA SECRETARIA DE SAÚDE DESTE MUNICIPIO QUE REALIZA O TRANSPORTE DE URGÊNCIA E EMERGÊNCIA NA FORMA DE COMPRA DIRETA AMPARADA PELA LEI 8666/93;FUNDO MUNICIPAL DE SAÚDE;ACN COMERCIO DE PRODUTOS DE TRANSITO LTDA - EPP;;257,00;;Compra Comum;;
11 - 2018;16/02/2018;PRESTAÇÃO DE SERVIÇO REFERENTE A INSRALAÇÃO DE FECHADURA MAGNÉTICA COM FORNECIMENTO DE MATERIAIS, SE FAZ NECESSÁRIO PARA SEGURANÇA DO GABINETE DA SECRETARIA DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;JOSENILDO ROGERIO MENDONCA - ME;;700,00;;Compra Comum;;
11 - 2018;06/06/2018;AQUISIÇÃO DE MATERIAL  E FERRAMENTAS PARA MANUTENÇÃO DOS COMPLEXOS ESPORTIVOS PERTENCENTES A ESTA FUNDAÇÃO;FUNDAÇÃO MUNICIPAL DE ESPORTES;AGROCENTRAL - AGROPECUARIA LTDA - ME;;970,20;;Compra Comum;;
11 - 2018;22/01/2018;ÓLEO LUBRIFICANTE PARA MANUTENÇÃO EM AUTO AR TIPO CASCATA (EQUIPAMENTO TIPO REBOQUE PARA ENCHER OS TANQUES COM AI COMPRIMIDO DA MARCA TECNISUB), EQUIPAMENTO PERTENCENTE AO QUARTEL DO CORPO DE BOMBEIROS MILITAR DE CAMBORIU. UM DOS ORÇAMENTOS É DA PRÓPRIA FABRICANTE DO EQUIPAMENTO.;SECRETARIA DE ADMINISTRAÇÃO;TECNISUB INDUSTRIA E COMERCIO LTDA - EPP;;376,00;;Compra Comum;;
10 - 2018;16/02/2018;AQUISIÇÃO DE CARTUCHO PARA ATENDER AS NECESSIDADES DE CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL - CREAS, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;RAFAEL DA SILVA PAPELARIA ME;;3.198,00;;Compra Comum;;
10 - 2018;22/03/2018;AQUISIÇÃO DE MEDALHAS E TROFÉUS, QUE SERÃO UTILIZADAS NAS PREMIAÇÕES DA SEMANA DO ANIVERSÁRIO DO MUNICÍPIO DE CAMBORIU. A AQUISIÇÃO DAS MEDALHAS E TROFÉUS FAZ-SE NECESSÁRIO PARA REALIZAÇÃO DE FESTIVIDADES CULTURAIS QUE ACONTECERÁ NA SEMANA EM QUE SE COMEMORAM OS 134 ANOS DO ANIVERSÁRIO DO MUNICÍPIO DE CAMBORIU.;FUNDAÇÃO MUNICIPAL DE CULTURA;KILA COMÉRCIO E REPRESENTAÇÕES LTDA;;1.886,00;;Compra Comum;;
10 - 2018;16/02/2018;AQUISIÇÃO DE BOTAS PARA SEREM USADAS NAS FISCALIZAÇÕES E NAS VISTORIAS DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU;Fundação Municipal do Meio Ambiente;NELSON PEREIRA SATURNINO - ME - COMERCIAL PEREIRA;;177,57;;Compra Comum;;
10 - 2018;05/02/2018;AQUISIÇÃO DE RECARGAS DE GÁS P13 E P45 DESTINADAS AS UNIDADES DE SAÚDE, VIGILÂNCIA EPIDEMIOLÓGICA E HOSPITAL CIRURGICO EDWIGES BERNARDES NA FORMA DE COMPRA DIRETA.;FUNDO MUNICIPAL DE SAÚDE;L.A. COMERCIO DE GAS LTDA;;4.120,00;;Compra Comum;;
10 - 2018;16/02/2018;AQUISIÇÃO DE CIDROS DE JANELAS PARA A UNIDADE ESCOLAR DOMINGOS FONSECA, SENDO PARA REPOR AS QUE FORAM QUEBRADAS;SECRETARIA MUNICIPAL DE EDUCAÇÃO;KILA CONSTRUCOES EIRELI - ME;;780,00;;Compra Comum;;
10 - 2018;17/05/2018;CONTRATAÇÃO DE SERVIÇOS DE HOSPEDAGENS DE HOTEL PARA O SERVIDOR, RENATO PEDRO DA CONCEIÇÃO JUNIOR, REFERENTE IDA A BRASÍLIA NOS DIAS 21 A 25 DE MAIO DE 2018. PARA BUSCAR RECURSOS DO GOVERNO FEDERAL.;FUNDAÇÃO MUNICIPAL DE ESPORTES;ST. PAUL PLAZA HOTEIS E TURISMO LTDA;;1.980,00;;Compra Comum;;
10 - 2018;22/01/2018;AQUISIÇÃO DE MATERIAL DE CAMA, MESA E BANHO PARA USO DAS GUARNIÇÕES DO CORPO DE BOMBEIROS MILITAR DE CAMBORIU;SECRETARIA DE ADMINISTRAÇÃO;NELSON PEREIRA SATURNINO  ME - COMERCIAL PEREIRA;;1.677,00;;Compra Comum;;
9 - 2018;26/06/2018;CONTRATAÇÃO DE EMPRESA PARA A REALIZAÇÃO DA XI CONFERÊNCIA MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE, QUE SERÁ REALIZADA PELO CMDCA, DE ACORDO COM APROVAÇÃO CONTIDA NA ATA DA REUNIÃO ORDINÁRIA DO CMAS 04/2018 DO DIA 08/05/2018.;FUNDO MUNICIPAL DOS DIR. DA CRIANÇA E AD;VIVER - DESENVOLVIMENTO PROFISSIONAL LTDA;;2.200,00;;Compra Comum;;
9 - 2018;16/02/2018;AQUISIÇÃO DE PEÇAS PARA MANUTENÇÃO DO VEÍCULO FIAT UNO PLACA MLO 2262, DE USO DO CREAS, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;ALVES E ALVES AUTO ELETRICA;;52,00;;Compra Comum;;
9 - 2018;22/03/2018;PRESTAÇÃO DE SERVIÇO DE CONFECÇÃO DE FLÂMULAS, PARA A FUNDAÇÃO CULTURAL, QUE SERÃO UTILIZADAS NO ANIVERSÁRIO DO MUNICÍPIO DE CAMBORIU, QUE SE REALIZARÁ NOS DIAS 04 A 08 DE ABRIL DE 2018.;FUNDAÇÃO MUNICIPAL DE CULTURA;VIDE VERSO ESTAMPARIA E CONFECCOES LTDA;;490,00;;Compra Comum;;
9 - 2018;31/01/2018;AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS, DESTINADOS AOS PACIENTES DA REDE MUNICIPAL DE SAÚDE, VISTO QUE OS MESMOS FORAM FRACASSADOS NOS PREGÕES 13/2017, 32/2017 E 36/2017  FMS;FUNDO MUNICIPAL DE SAÚDE;ALTERMED MATERIAL MED. HOSPITALAR LTDA.;;3.180,00;;Compra Comum;;
9 - 2018;22/01/2018;CHAMADAS PARA DIVULGAÇÃO DO EDITAL DE NOTIFICAÇÃO DE LANÇAMENTOS DE IPTU DO EXERCICIO DE 2018.;SECRETARIA DE FINANÇAS;ZAC EDIÇÃO DE JORNAIS LTDA;;253,87;;Compra Comum;;
9 - 2018;16/02/2018;AQUISIÇÃO DE VIDROS DE JANELAS PARA A CEIS MARIA RUSSI, JULITA PEREIRA, ODETE POLTRONIERI SENDO PARA REPOR AS QUE FORAM QUEBRADAS;SECRETARIA MUNICIPAL DE EDUCAÇÃO;KILA CONSTRUCOES EIRELI - ME;;2.650,00;;Compra Comum;;
9 - 2018;17/05/2018;AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DO CAMPO ESPORTIVOS PERTENCENTES A ESTA FUNDAÇÃO DE ESPORTES.;FUNDAÇÃO MUNICIPAL DE ESPORTES;AGROCENTRAL - AGROPECUARIA LTDA - ME;;4.680,00;;Compra Comum;;
9 - 2018;16/02/2018;AQUISIÇÃO DE SERVIÇO DE MÃO DE OBRA VEÍCULO LOGAN PLACA MLU 3364. ESTA AQUISIÇÃO DA-SE A MANUTENÇÃO PERIÓDICA DO VEÍCULO DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORUI;Fundação Municipal do Meio Ambiente;CLAUDINEI DA SILVA NDJ - EPP;;195,00;;Compra Comum;;
8 - 2018;10/05/2018;PRESTAÇÃO DE SERVIÇO DE CONFECÇÃO DE UM BONECO FANTASIA (LEÃO) PROERD A FIM DE ATENDER ESTE PROGRAMA DESENVOLVIDO COMO POLÍTICA PÚBLICA DE PUBLICIDADE E PROPAGANDA E PREVENÇÃO E DEFESA DA CRIANÇA E DO ADOLESCENTE, CONFORME APROVADO EM ATA DA REUNIÃO EXTRAORDINÁRIA DO CMDCA 03/2018 DO DIA 03/04/2018. REGISTRA-SE AINDA QUE SEGUE APENAS UM ORÇAMENTO TENDO EM VISTA A DIFICULDADE DE CONSEGUIR 03 ORÇAMENTOS, CONTUDO SEGUE EM ANEXO AS INÚMERAS TENTATIVAS DE ORÇAMENTOS.;FUNDO MUNICIPAL DOS DIR. DA CRIANÇA E AD;INVENTIVA BONECOS E CENARIOS LTDA;;5.300,00;;Compra Comum;;
8 - 2018;16/02/2018;AQUISIÇÃO DE UM VENTILADOR PARA SER INSTALADO NA SEDE DO CENTRO MULTIPLO USO ALICE TESTONI GOMES, SITUADO A RUA MINAS GERAIS, BAIRRO AREIAS, ONDE SE REUNEM OS IDOSOS DO GRUPO DA TERCEIRA IDADE PARA MELHORIA DO AMBIENTE.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PNS MATERIAIS ELÉTRICOS LTDA;;228,15;;Compra Comum;;
8 - 2018;16/03/2018;AQUISIÇÃO DE MATERIAL DE EXPEDIÊMTE, PARA FUNDAÇÃO CULTURAL. A AQUISIÇÃO DOS MATERIAIS LISTADOS, TORNA-SE IMPRESSINDIVEL PARA AS ATIVIDADES REALIZADAS POR ESTE ÓRGÃO, POIS AUXILIAM OS TRABALHOS DIÁRIOS.;FUNDAÇÃO MUNICIPAL DE CULTURA;FESTA BRASIL COMERCIO E DISTRIBUICAO DE EMBALAGENS;;99,75;;Compra Comum;;
8 - 2018;31/01/2018;MÃO DE OBRA PARA ALINHAMENTOS DE PNEUS, DESTINADOS AO VEICULO FIAT DOBLO PERTENCENTE A FROTA DA SECRETARIA DE SAÚDE, VISTO QUE TAL VEICULO É ÚNICO DISPONIVEL NO MOMENTO PARA REALIZAR TRANSPOTE DOS PACIENTES QUE NECESSITAM REALIZAR HEMODIÁLISE NO MUNICIPIO DE ITAJAI, AONDE AS MESMAS ENCONTRAM-SE PARADA, VISTO QUE OS PNEUS ESTÃO TOTALMENTE SEM CONDIÇÕES DE TRANSITAR;FUNDO MUNICIPAL DE SAÚDE;FREDI PNEUS LTDA;;60,00;;Compra Comum;;
8 - 2018;22/01/2018;AQUISIÇÃO DE PEÇAS PARA REVISÃO VEÍCULO HONDA BIZ PLACA MIP 5814 DA SECRETARIA DE ADMINISTRAÇÃO;SECRETARIA DE ADMINISTRAÇÃO;DOIS IRMÃOS MOTO PEÇAS LTDA ME;;40,00;;Compra Comum;;
8 - 2018;06/02/2018;PRESTAÇÃO DE SERVIÇO REFERENTE A SERVIÇO DE CHAVEIRO (CONFECÇÕES DE CÓPIAS DE CHAVES, ABERTURA E TROCA DE SEGREDO) SERVIÇOS ESTER NAS UNIDADES ESCOLARES DA REDE MUNICIPAL DE ENSINO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;JOSENILDO ROGERIO MENDONCA - ME;;500,00;;Compra Comum;;
8 - 2018;15/05/2018;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE FORNECIMENTO DE ALIMENTOS, PARA FESTA DE CPNFRATERNIZAÇÃO DE ENCERRAMENTO DO CAMPEONATO AMANDOR DE FUTEBOL DE 2018.;FUNDAÇÃO MUNICIPAL DE ESPORTES;MATIAS E SILVA COMERCIO DE ALIMENTOS LTDA;;1.119,01;;Compra Comum;;
8 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS PARA MANUTENÇÃO DA HONDA BIZ PLACA MMA 3162 DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU. ESTA AQUISIÇÃO DA-SE A MANUTENÇÃO PERIÓDICA TENDO EM VISTA QUE OS PNEUS ESTÃO DESGASTADOS;Fundação Municipal do Meio Ambiente;DOIS IRMÃOS MOTO PEÇAS LTDA ME;;263,00;;Compra Comum;;
7 - 2018;08/05/2018;AQUISIÇÃO DE MASCOTE DO PROERD A FIM DE ATENDER ESTE PROGRAMA DESENVOLVIDO COMO POLÍTICA PÚBLICA DE PREVENÇÃO E DEFESA DA CRIANÇA E DO ADOLESCENTE, CONFORME APROVADO EM ATA DA REUNIÃO EXTRAORDINÁRIA DO CMDCA 03/2018 DO DIA 03/04/2018;FUNDO MUNICIPAL DOS DIR. DA CRIANÇA E AD;ODETI E BRUNA BICHOS DE PELÚCIA LTDA - ME;;5.400,00;;Compra Comum;;
7 - 2018;16/02/2018;INSTALAÇÃO E MÃO DE OBRA PARA MANUTENÇÃO DO VEÍCULO UNO PLACA MLO 2262 DE USO DO CREAS - CENTRO DE REFERÊNCIA ESPECIALIZADO EM ASSISTÊNCIA SOCIAL, POSSIBILITANDO O DESENVOLVIMENTO DAS ATIVIDADES, DOB A COORDENAÇÃO DA SECRETARIA DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;ALVES E ALVES AUTO ELETRICA;;20,00;;Compra Comum;;
7 - 2018;12/03/2018;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA FUNDAÇÃO CULTURAL. A AQUISIÇÃO DA-SE PELO FATO DE SEREM INDISPENSÁVEL PARA AS ATIVIDADES REALIZADAS POR ESTE ÓRGÃO, POIS AUXILIAM NOS TRABALHOS DIÁRIOS, SEM ESTER SERIA IMPOSSIVEL A REALIZAÇÃO DE DIVERSAS TAREFAS EXECUTADAS.;FUNDAÇÃO MUNICIPAL DE CULTURA;IDALÉCIO EDUARDO ME;;348,00;;Compra Comum;;
7 - 2018;31/01/2018;AQUISIÇÕES DE PNEUS, DESTINADOS AO VEICULO FIAT DOBLO PERTENCENTE A FROTA DA SECRETARIA DE SAÚDE, VISTO QUE TAL VEICULO É ÚNICO DISPONIVEL NO MOMENTO PARA REALIZAR TRANSPOTE DOS PACIENTES QUE NECESSITAM REALIZAR HEMODIÁLISE NO MUNICIPIO DE ITAJAI, AONDE AS MESMAS ENCONTRAM-SE PARADA, VISTO QUE OS PNEUS ESTÃO TOTALMENTE SEM CONDIÇÕES DE TRANSITAR;FUNDO MUNICIPAL DE SAÚDE;FREDI PNEUS LTDA;;1.156,00;;Compra Comum;;
7 - 2018;22/01/2018;SERVIÇO DE CONFECÇÃO DE CÓPIAS DE CHAVES, ABERTURA DE PORTAS E TROCA DE SECREDOS, REALIZADO NAS DEPENDÊNCIAS DA SEDE DA SECRETARIA DE OBRAS.;SECRETARIA DE OBRAS E SERVIÇOS URBANOS;HELIVELTON RODRIGUES DO VALES 08207307935;;485,00;;Compra Comum;;
7 - 2018;06/02/2018;PRESTAÇÃO DE SERVIÇOS COM FORNECIMENTO DE MATERIAIS REFERENTE A MANUTENÇÃO NO FOGÃO DO CEI JOAQUIM MAGALHÃES;SECRETARIA MUNICIPAL DE EDUCAÇÃO;OMEGA GLP COMERCIO E SERVICOS EM EQUIPAMENTOS A GA;;240,00;;Compra Comum;;
7 - 2018;04/05/2018;REPARO NA CENTRAL DO TELEFONE DA SECRETARIA DE ESPORTES, NO QUAL ESTÁ COM PROBLEMAS NOS RAMAIS E NAS LINHAS.;FUNDAÇÃO MUNICIPAL DE ESPORTES;PEREIRA TELECOMUNICAÇÕES - CESAR PEREIRA;;320,00;;Compra Comum;;
7 - 2018;16/02/2018;AQUISIÇÃO DE ÓLEO PARA O VEÍCULO LOGAM PLACA MLU 3364. ESTA AQUISIÇÃO DA-SE A MANUTENÇÃO PERIÓDICA DO VEÍCULO COMO TROCA DE ÓLEO DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU;Fundação Municipal do Meio Ambiente;CLAUDINEI DA SILVA NDJ - EPP;;92,00;;Compra Comum;;
6 - 2018;08/05/2018;AQUISIÇÃO DE SQUEEZES (GARRAFAS) DO PROERD A FIM DE ATENDER ESTE PROGRAMA DESENVOLVIDO COMO POLÍTICA PÚBLICA DE PREVENÇÃO DEFESA DA CRIANÇA E DO ADOLESCENTE, CONFORME APROVADO EM ATA DA REUNIÃO ORDINÁRIA DO CMDCA 03/2018 DO DIA 03/04/2018;FUNDO MUNICIPAL DOS DIR. DA CRIANÇA E AD;DX FERRAGENS LTDA - ME;;7.950,00;;Compra Comum;;
6 - 2018;16/02/2018;AQUISIÇÃO DE MATERIAIS PARA MANUTENÇÃO NO IMÓVEL QUE ABRIGA A SEDE DA SECRETARIA MUNICIPAL E ASSISTÊNCIA SOCIAL SITUADA A RUA PRESIDENTE COSTA E SILVA 326, CENTRO CAMBORIU;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PNS MATERIAIS ELÉTRICOS LTDA;;266,36;;Compra Comum;;
6 - 2018;28/02/2018;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA A FUNDAÇÃO CULTURAL. A AQUISIÇÃO DOS MATERIAIS DA-SE PELO FATO DE SEREM INSISPENSÁVEL PARA AS ATIVIDADES  REALIZADAS POR ESTE ÓRGÃO, POIS AUXILIAM NOS TRABALHOS DIÁRIOS, SEM ESTES SERIA IMPOSSIVEL A REALIZAÇÃO DE DIVERSAS TAREFAS EXECUTADAS, TAMBEM PELO FATO DE NO MOMENTO A FUNDAÇÃO NÃO CONTAR COM NEHUM DOS ITENS EM ESTOQUE;FUNDAÇÃO MUNICIPAL DE CULTURA;IDALÉCIO EDUARDO ME;;207,40;;Compra Comum;;
6 - 2018;23/01/2018;AQUISIÇÃO DE ENCERADEIRAS E LAVADORAS DE NATUREZA INDUSTRIAL. TAIS EQUIPAMENTOS DESTINAM A MANUTENÇÃO, LIMPEZA E CONSERVAÇÃO DO CENTRO CIRURGICO, A AQUISIÇÃO DESTES MATERIAIS, SE TORNA IMPRESCINCÍVEL, VISTO AS NORMAS TECNICAS, PARA REALIZAÇÃO DOS PROCEDIMENTOS AO QUAL A REABERTURA DO HOSPITAL SE DESTINA, O CENTRO CIRÚRGICO DEVE ESTAR EM PERFEITAS CONDIÇÕES DE MANUTENÇÃO.;FUNDO MUNICIPAL DE SAÚDE;SAFE CLEAN PRODUTOS DE LIMPEZA LTDA - ME;;3.240,00;;Compra Comum;;
6 - 2018;22/01/2018;CONTRATAÇÃO DE EMPRESAS PARA FORNECIMENTO DE MATERIAIS DE INFORMATICA, COM OBJETIVO DE UTILIZA-LO EM TRANSMISSÕES DE DADOS RELACIONADOS Á PRESTAÇÃO DE CONTAS EFETUADAS PELO CONTROLE INTERNO DA PREFEITURA DE CAMBORIU.;CONTROLADORIA;MASTERSOFT INFORMATICA LTDA - EPP;;3.900,00;;Compra Comum;;
6 - 2018;06/02/2018;PRESTAÇÃO DE SERVIÇOS COM FORNECIMENTO DE MATERIAIS REFERENTE A MANUTENÇÃO NO FOGÃO DO CEI ORLANDO SOUZA FILHO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;OMEGA GLP COMERCIO E SERVICOS EM EQUIPAMENTOS A GA;;276,00;;Compra Comum;;
